Id;IsDeleted;CreatedAt;CreatedBy;UpdatedAt;UpdatedBy;Escolaridade;AtividadesEducacionais;TurmaNumero;TurmaSala;CejaId;CejaMatricula;CejaDataMatricula;IsEnturmado;DataPedidoEnturmacao;DetentoId
977a1f55-5b93-5239-a6e4-be67b32a37b8;f;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;3;{};;;;;0001-01-01 00:00:00;f;0001-01-01 00:00:00;ab194e06-6f33-0dbb-54be-f6970b0c9692
f741068a-8cdc-16a3-9b25-fea191d8599f;f;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;1;{};;;;;0001-01-01 00:00:00;f;0001-01-01 00:00:00;a2e5128b-7418-45a6-92ec-8e2eafbd596f
63f581da-7d24-5a09-2fc7-fc741f4e0495;f;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;1;{};;;;;0001-01-01 00:00:00;f;0001-01-01 00:00:00;1b61dc41-6881-9936-a6e6-eaa103125055
d074fafc-1cd5-83d6-1fa9-70a233be5b5a;f;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;2;{};;;;;0001-01-01 00:00:00;f;0001-01-01 00:00:00;eef85349-7d76-2a15-8aeb-d6948ce60a9f
a06ef6a0-10e7-841c-1612-8b87afc01820;f;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;1;{};;;;;0001-01-01 00:00:00;f;0001-01-01 00:00:00;6ce8ae5c-1325-443f-8d17-dfbe4481b9a5
584c425d-9e48-a511-8580-260de2426c55;f;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;3;{};;;;;0001-01-01 00:00:00;f;0001-01-01 00:00:00;d9906554-275b-4a9e-ae18-0a721a76e283
640661fb-938a-4bcc-90a8-a717cb9697de;f;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;3;{};;;;;0001-01-01 00:00:00;f;0001-01-01 00:00:00;f3bf4a68-15f1-47fb-a1a6-9fae1a7f7b74
fb28ae9d-8f12-985a-129a-cd092f26174e;f;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;1;{};;;;;0001-01-01 00:00:00;f;0001-01-01 00:00:00;ec238678-c05b-4387-8848-5978ee4d499e
ba93bd16-40ff-0ddd-501c-19de30212cf9;f;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;3;{};;;;;0001-01-01 00:00:00;f;0001-01-01 00:00:00;e5fb3c41-0429-1470-0da9-493bc8140a5c
18eed42a-4acd-a7b2-a24e-ccd8c53006d2;f;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;2;{};;;;;0001-01-01 00:00:00;f;0001-01-01 00:00:00;bb634fed-74d1-55ee-5365-7e8489554c22
44cf41e1-006c-5068-1a80-e6f4695e4614;f;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;1;{};;;;;0001-01-01 00:00:00;f;0001-01-01 00:00:00;ae5b4b68-813e-459a-8906-038a666498ee
14c8de2c-6640-1617-a3c0-2ffbc372421a;f;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;3;{};;;;;0001-01-01 00:00:00;f;0001-01-01 00:00:00;82735fe6-5dc5-1299-933a-229d2b062a31
18c3c75c-1c51-9de2-810b-bc23a0642e9b;f;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;3;{};;;;;0001-01-01 00:00:00;f;0001-01-01 00:00:00;5633559b-fd4f-46d4-8515-1abcf6447aba
c2ab92c8-5b38-22e0-9e91-d7608c5c4a9b;f;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;2;{};;;;;0001-01-01 00:00:00;f;0001-01-01 00:00:00;c5f2308d-2a0c-4218-89ec-50b9cc829b82
bca2a383-5a6b-8d55-228f-9653b84c909d;f;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;3;{};;;;;0001-01-01 00:00:00;f;0001-01-01 00:00:00;f00aaa72-d6b4-47a8-a9f2-6d06fffd11c0
b4a34b71-14ad-5607-393d-33d8c30923a1;f;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;3;{};;;;;0001-01-01 00:00:00;f;0001-01-01 00:00:00;e70ebde5-9cb4-4650-a057-40dd488abe44
bb5ec532-7a1a-0a19-9fac-8aec51190907;f;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;2;{};;;;;0001-01-01 00:00:00;f;0001-01-01 00:00:00;dead865b-97a4-41c7-8949-d925ab6c607a
6809cb03-5ea8-6748-1e7e-8df84bc56442;f;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;3;{};;;;;0001-01-01 00:00:00;f;0001-01-01 00:00:00;3f70b399-313f-4417-a0e8-0c32b6c15c49
751f605c-50d1-05d1-2acb-b21268f65860;f;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;3;{};;;;;0001-01-01 00:00:00;f;0001-01-01 00:00:00;ae20476c-7d19-9eb4-1d7a-4b37b9a95a57
0c2c1ba4-8fed-6894-98be-a6afeb6c0cbb;f;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;3;{};;;;;0001-01-01 00:00:00;f;0001-01-01 00:00:00;c885f9a6-518b-4c0a-b095-b22be426feaa
9d59a177-0ca8-1785-8e7d-7b9790fd523f;f;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;2;{};;;;;0001-01-01 00:00:00;f;0001-01-01 00:00:00;f4cb8900-6d0e-62b4-66c4-b0ea1c079637
951366cd-2df8-a22e-82d0-348ae61259e3;f;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;1;{};;;;;0001-01-01 00:00:00;f;0001-01-01 00:00:00;4d309f43-d5bf-43e8-9499-8b9f671fd46c
3704b4f7-30f3-32fb-3a6f-c10697fa2a64;f;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;2;{};;;;;0001-01-01 00:00:00;f;0001-01-01 00:00:00;e77aeb82-db72-46d1-8710-c75a46a88fae
d0e4cd28-9a45-309d-224a-8b9c90047274;f;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;1;{};;;;;0001-01-01 00:00:00;f;0001-01-01 00:00:00;88d6be0b-fa52-443f-8417-3c837630ab21
33df7cbe-2c27-2958-7d10-b501934412e0;f;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;1;{};;;;;0001-01-01 00:00:00;f;0001-01-01 00:00:00;11459cf0-0fe0-4a9c-9d64-7cf2b8937baa
9abddc45-8b31-7f74-23e0-231a35f3231c;f;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-17 18:29:57.268188;1e526008-75f7-4a01-9942-d178f2b38888;1;{};;;;;0001-01-01 00:00:00;f;0001-01-01 00:00:00;35bdc960-1314-4147-950e-4c896e996aa3
