Id;IsDeleted;CreatedAt;CreatedBy;UpdatedAt;UpdatedBy;Titulo;Propriedade;LivroAutorId;LivroGeneroId;Localizacao;IsDisponivel
1d10c6c4-2279-44d9-97d8-6ca835691f87;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;1;true
e14f6da1-3419-7845-108c-31377fd824fe;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;2;true
4c96e4a6-58b8-16bf-0b8b-fb5270ca247b;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;3;true
e642d72a-9c6c-99ca-6b2f-506cc97c194b;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;4;true
ad4e8c8e-58ae-7d92-7ebc-201c5bcf5c87;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;5;true
e49ccda0-5ec3-6845-78c3-5a03771b45d2;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;6;true
260bec71-3598-a68f-a163-6a1e40bb9685;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;7;true
927c9acb-4cd4-0660-1015-ba18a9418481;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;8;true
8e34c3aa-548d-1fe9-7962-a73cd5739c44;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;9;true
6eeed147-1630-4ea0-6b8c-e2c170325803;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;10;true
7f7b6249-2d28-08dc-8605-153494ca88c9;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;11;true
a59e7009-8433-9fb9-167e-ea9e2c807213;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;12;true
1bc74619-498b-1c0c-65e9-a8d320983fce;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;13;true
6daa599f-1a1a-5f25-37a3-3de6944a23dd;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;14;true
5cc9b0b8-0cac-08e0-17da-65bea5ad0b0d;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;15;true
b8b9a146-49c9-5b0a-976c-e336306e02ad;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;16;true
3d778f8b-1d27-0e0e-97e0-7bd9c3ce9d86;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;17;true
0a40a7a5-9fc4-5673-5833-9e61964f54c9;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;18;true
272598c1-1ddd-2c23-15e2-62a69a81a284;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;19;true
b2d126cf-a5b8-a5fe-4ed7-c54722389a5a;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;20;true
1e11cafa-69fd-29b3-8fb0-92b8694aa114;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;21;true
814869b8-174c-9a39-4450-569145671cf6;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;22;true
1f18fa21-9201-8355-67f8-4adfac953b94;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;23;true
48d8e065-57c6-a1aa-3f91-622ee8303a0a;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;24;true
ec5d5a30-4cf9-7d35-7509-0cd7426d090e;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;25;true
0dadc570-6939-8868-3b42-52373ebb9fe2;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;26;true
6a75a399-90f5-4f6a-2468-1c7165554fac;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;27;true
4c81f07a-2d41-30e2-1c6b-76b745546189;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;28;true
bd796fe2-4627-8d1d-30de-16244d341995;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;29;true
f1902e8e-88b8-a25e-56b2-da662d807c04;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;30;true
62037e02-4229-4249-186b-29dd0765892e;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;31;true
a7224025-9ccc-80ee-5725-f553ce7d2c09;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;32;true
f28dd125-27d9-29e7-12d2-e3651dcf80ec;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;33;true
7fdf0aca-5afb-0d86-48d9-500f0c503d2d;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;34;true
b343bfcc-684e-1416-841f-6fecf5f50ddd;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;35;true
9418820b-0e2c-a4d7-8814-143b58b71fe7;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;36;true
529678bc-275c-6b73-147d-936c72c00e0b;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;37;true
edeffe61-3539-3597-2f10-e0e312a27b86;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;38;true
cca8c2ed-269f-a642-5bb1-28ca00122a6a;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;39;true
434b3fa0-36e6-4830-7ce8-57b559bf6dfc;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;40;true
bd96882d-8ff2-94e3-04aa-57057fde1713;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;41;true
68ff0a5a-2d5c-2114-4d68-873cfd364764;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;42;true
7d3f692b-1712-4e50-7eb5-e5e02c3b52f9;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;43;true
aa2b8c44-93ea-2cbf-6e0c-37210a021062;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;44;true
25f5aad3-1d53-1793-075b-23c0299c87db;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;45;true
023e1af9-73dc-7b14-0d92-0b1388b83404;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;46;true
a1b72e9c-9df1-0ed8-348f-27cb8dce0e85;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;47;true
0fdb8c65-4596-6201-3a5a-a884894e0c1f;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;48;true
3f612d14-0664-6254-01b5-bf1584f46d67;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;49;true
1168d738-0104-04ae-0065-6f81aaff58b3;true;2022-03-14 12:02:38.288874;1e526008-75f7-4a01-9942-d178f2b38888;2022-03-14 12:02:38.288941;1e526008-75f7-4a01-9942-d178f2b38888;A CABANA;PRC;b35106e7-246f-4526-8a15-259bdc45ad7e;26dc59d0-4622-4873-9a7d-743bf4b73f4f;50;true
