Id;IsDeleted;CreatedAt;CreatedBy;UpdatedAt;UpdatedBy;DataIngresso;OcorrenciaDesistencia;DataOcorrenciaDesistencia;AlunoId;ProfessorId;LivroGeneroId
52f7516d-2462-4831-a8c3-f642aedbe5f1;f;2022-05-25 18:50:01.17631;e530b7d1-75cf-42d6-9567-51ba55c5e34c;2022-05-25 18:50:01.176311;e530b7d1-75cf-42d6-9567-51ba55c5e34c;2022-05-25 00:00:00;0;0001-01-01 00:00:00;4294ad6e-738f-403f-a111-72956342d9e4;c0037f51-04c1-4e96-8d32-edc6c3dfc4b2;c68ca414-566e-8a6c-54cf-10dc568d4a6f
3f976aba-1c9a-9a53-a348-ae93cff924ba;f;2022-05-18 17:57:06.996717;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-18 17:57:06.996717;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-18 17:57:06.996717;0;0001-01-01 00:00:00;d62fc479-7d8a-22cf-0740-f927226ea415;2fe71408-fc56-465c-af3f-e56f545cf9c1;96abf6cd-3a48-0b84-345c-611565e710e8
00991607-27c9-2b67-1505-808bdfb971df;f;2022-05-18 17:57:06.996717;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-18 17:57:06.996717;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-18 17:57:06.996717;0;0001-01-01 00:00:00;70dbc504-a249-3bd9-2354-b90601547c99;d57252fc-ed54-429d-bcaf-b317a805ecec;c68ca414-566e-8a6c-54cf-10dc568d4a6f
31d5a60c-741b-3caa-9563-05a605094725;f;2022-05-18 17:57:06.996717;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-18 17:57:06.996717;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-18 17:57:06.996717;0;0001-01-01 00:00:00;add46579-a35b-3ac9-2025-4244c64fa05a;2fe71408-fc56-465c-af3f-e56f545cf9c1;79db3772-6538-8f98-038a-513050747f33
9eb6a0d7-2aaa-010f-416d-cb2f789b8940;f;0001-01-01 00:00:00;00000000-0000-0000-0000-000000000000;2022-05-25 18:50:41.819031;e530b7d1-75cf-42d6-9567-51ba55c5e34c;2022-05-18 00:00:00;0;0001-01-01 00:00:00;f73d8adf-8de0-2a36-3d2c-f636e9103cb9;d57252fc-ed54-429d-bcaf-b317a805ecec;c68ca414-566e-8a6c-54cf-10dc568d4a6f
928c8bd8-79b9-a096-1f00-e19127f185e0;f;2022-05-18 17:57:06.996717;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-18 17:57:06.996717;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-18 17:57:06.996717;0;0001-01-01 00:00:00;25a27bc8-3e5e-5d6b-2e40-622f53050622;2fe71408-fc56-465c-af3f-e56f545cf9c1;79db3772-6538-8f98-038a-513050747f33
465510d8-779c-2d90-06f4-e24136235fb8;f;2022-05-18 17:57:06.996717;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-18 17:57:06.996717;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-18 17:57:06.996717;0;0001-01-01 00:00:00;ca7a0863-0a00-7b6f-9203-c789b8e04503;d57252fc-ed54-429d-bcaf-b317a805ecec;c68ca414-566e-8a6c-54cf-10dc568d4a6f
09c937e6-40df-8c69-8968-82451bc4a2b3;f;2022-05-18 17:57:06.996717;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-18 17:57:06.996717;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-18 17:57:06.996717;0;0001-01-01 00:00:00;a4c0df3a-04cd-6607-7f0e-f3eb1118611c;d57252fc-ed54-429d-bcaf-b317a805ecec;1a33914e-16a9-23cb-20b7-e9b7939e1e58
32101d87-5e47-986d-8ee2-0803b6bf30c2;f;2022-05-18 17:57:06.996717;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-18 17:57:06.996717;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-18 17:57:06.996717;0;0001-01-01 00:00:00;e74e78a6-607c-514c-489c-ab6c1f91590d;2fe71408-fc56-465c-af3f-e56f545cf9c1;c68ca414-566e-8a6c-54cf-10dc568d4a6f
8334c8ca-939a-6b92-3f32-ac7c032b0750;f;2022-05-18 17:57:06.996717;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-18 17:57:06.996717;1e526008-75f7-4a01-9942-d178f2b38888;2022-05-18 17:57:06.996717;0;0001-01-01 00:00:00;eb270c9b-a60d-063a-1c05-156e2efc677b;2fe71408-fc56-465c-af3f-e56f545cf9c1;6ddc0484-26b7-951d-5866-83539b572615
